,Actual Values,Predicted Values,Gender,Age Group,Year In,Month In,Year Out,Month Out,Country_Code
434450,0,0,1,7,2019,8,2019,8,9
494548,0,0,1,6,2017,8,2017,8,5
185965,1,1,2,6,2018,12,2018,12,5
352872,0,0,2,4,2019,5,2019,5,2
513449,1,0,2,3,2018,2,2018,2,7
214878,0,1,1,3,2019,2,2019,2,5
468830,1,0,1,7,2019,11,2019,11,2
224497,1,1,2,5,2019,2,2019,2,5
178583,0,1,1,7,2018,12,2018,12,5
496124,0,0,1,7,2017,8,2017,8,7
42040,0,0,1,7,2017,11,2017,11,2
132829,1,1,1,3,2018,9,2018,9,5
265712,1,1,1,6,2019,3,2019,4,5
98486,0,1,2,4,2018,6,2018,6,2
288641,1,1,1,7,2019,4,2019,4,2
56034,0,0,1,6,2018,1,2018,1,7
123023,1,0,1,7,2018,8,2018,8,7
33039,1,1,1,3,2017,10,2017,10,5
482514,0,0,1,7,2020,1,2020,1,2
471150,0,0,2,7,2019,11,2019,11,2
58119,0,0,1,7,2018,1,2018,1,2
257480,1,1,2,2,2019,3,2019,3,2
330221,0,1,2,5,2019,5,2019,5,5
10477,0,0,1,7,2017,5,2017,5,2
296848,1,1,2,7,2019,4,2019,4,1
104338,1,1,1,3,2018,6,2018,7,5
205100,1,0,2,7,2019,1,2019,1,2
529999,1,1,2,7,2018,6,2018,6,2
129126,0,1,1,5,2018,9,2018,9,5
438995,1,0,2,6,2019,8,2019,8,5
551371,0,0,2,5,2019,2,2019,2,7
190777,1,0,1,5,2018,12,2018,12,34
456862,0,0,1,7,2019,9,2019,9,7
175540,0,0,1,7,2018,12,2018,12,7
444461,0,0,1,7,2019,8,2019,8,2
28054,0,0,2,5,2017,9,2017,9,2
342007,1,0,1,7,2019,5,2019,5,7
71185,1,0,1,7,2018,3,2018,3,2
157776,1,1,2,4,2018,11,2018,11,2
581641,0,0,2,2,2020,3,2020,3,7
153729,0,0,1,7,2018,10,2018,11,7
470266,1,0,1,3,2019,11,2019,11,4
139545,0,1,2,7,2018,10,2018,10,2
560775,0,0,1,7,2019,6,2019,6,7
269460,1,1,1,3,2019,3,2019,4,1
167130,1,1,1,3,2018,11,2018,11,1
97976,1,1,2,7,2018,6,2018,6,2
403183,0,1,2,6,2019,6,2019,7,5
486360,0,0,1,6,2020,1,2020,1,2
555374,1,0,1,4,2019,4,2019,4,5
410252,0,0,1,6,2019,7,2019,7,5
115398,1,1,1,4,2018,8,2018,8,1
163801,1,1,1,4,2018,11,2018,11,2
324685,0,0,1,2,2019,5,2019,5,1
511293,1,0,2,7,2018,1,2018,1,7
472901,0,0,1,7,2019,11,2019,11,7
255883,0,1,1,5,2019,3,2019,3,2
229835,1,1,1,4,2019,2,2019,2,5
11415,0,0,1,7,2017,5,2017,5,5
63221,0,0,1,4,2018,2,2018,2,2
146171,0,1,2,4,2018,10,2018,10,2
124357,0,0,2,7,2018,8,2018,8,7
334152,1,1,1,5,2019,5,2019,5,2
431930,0,0,2,2,2019,8,2019,8,12
578100,0,0,1,4,2020,1,2020,1,7
354113,0,0,1,4,2019,5,2019,5,2
35401,0,0,1,7,2017,10,2017,10,1
19627,0,0,1,7,2017,7,2017,7,7
248099,1,1,1,7,2019,3,2019,3,5
216427,0,1,1,4,2019,2,2019,2,5
307099,0,1,1,7,2019,4,2019,4,2
205383,1,0,1,6,2019,1,2019,1,5
200380,0,0,1,7,2019,1,2019,1,2
539619,1,0,1,5,2018,10,2018,10,7
553083,0,0,2,3,2019,3,2019,3,7
569994,0,1,1,7,2020,4,2020,4,5
446382,0,0,1,3,2019,8,2019,8,5
446882,0,1,2,3,2019,8,2019,8,1
297373,0,0,2,4,2019,4,2019,4,2
436948,1,0,2,7,2019,8,2019,8,1
230277,0,0,2,4,2019,2,2019,2,5
521735,0,0,1,7,2018,4,2018,4,5
512256,0,0,1,7,2018,2,2018,2,7
450080,0,0,1,3,2019,9,2019,9,12
427424,1,0,1,6,2019,7,2019,7,1
465561,0,0,1,6,2019,10,2019,10,1
162339,1,1,2,5,2018,11,2018,11,5
75179,1,0,1,7,2018,4,2018,4,2
379935,1,0,2,2,2019,6,2019,6,2
559843,0,0,1,5,2019,6,2019,6,7
37729,0,0,1,7,2017,11,2017,11,2
494486,0,0,1,2,2017,8,2017,8,10
225552,0,1,1,4,2019,2,2019,2,5
37442,0,0,1,6,2017,11,2017,11,2
218385,1,1,1,3,2019,2,2019,2,12
171631,1,1,1,7,2018,11,2018,12,5
399676,0,0,1,5,2019,6,2019,6,5
4840,0,0,2,6,2017,2,2017,2,5
111707,1,1,2,5,2018,7,2018,7,5
535526,0,0,2,6,2018,8,2018,8,27
168175,0,0,1,7,2018,11,2018,11,7
240065,0,1,2,3,2019,3,2019,3,2
458985,0,1,2,2,2019,9,2019,10,5
67822,0,0,1,6,2018,3,2018,3,2
323120,0,1,2,4,2019,5,2019,5,5
395399,0,0,1,3,2019,6,2019,6,5
177809,1,1,1,7,2018,12,2018,12,2
280174,1,1,1,7,2019,4,2019,4,1
526719,0,1,1,3,2018,5,2018,5,2
319649,1,0,1,1,2019,5,2019,5,9
82301,1,1,2,2,2018,4,2018,5,5
469283,0,1,1,3,2019,11,2019,11,5
455430,1,0,2,2,2019,9,2019,9,17
143238,1,1,1,5,2018,10,2018,10,2
180968,1,1,1,6,2018,12,2018,12,2
401881,0,0,2,7,2019,6,2019,6,5
43503,0,1,2,2,2017,11,2017,11,2
126981,1,1,2,6,2018,9,2018,9,1
333832,1,1,1,6,2019,5,2019,5,1
306295,0,0,2,3,2019,4,2019,4,2
374453,1,0,2,4,2019,6,2019,6,2
344573,0,1,1,4,2019,5,2019,5,5
248153,1,1,1,3,2019,3,2019,3,2
492128,0,0,2,4,2017,6,2017,6,7
225078,1,1,1,7,2019,2,2019,2,2
259182,1,1,1,7,2019,3,2019,3,1
227866,0,1,2,3,2019,2,2019,2,2
471496,1,1,2,2,2019,11,2019,11,5
556491,1,0,1,1,2019,4,2019,4,7
427521,1,1,2,6,2019,7,2019,8,5
343866,0,1,2,5,2019,5,2019,5,2
190760,1,1,2,3,2018,12,2018,12,2
222933,1,1,1,5,2019,2,2019,2,5
136272,0,0,2,7,2018,9,2018,9,5
516768,1,0,2,5,2018,3,2018,3,7
262215,1,1,2,3,2019,3,2019,3,5
201853,0,0,1,5,2019,1,2019,1,2
325075,0,0,2,2,2019,5,2019,5,2
256924,1,1,2,2,2019,3,2019,3,1
406357,0,0,1,4,2019,7,2019,7,5
257540,1,1,1,2,2019,3,2019,3,4
369602,1,0,2,4,2019,6,2019,6,5
311262,0,1,1,7,2019,4,2019,5,2
81428,0,0,1,7,2018,4,2018,4,7
480147,0,0,2,7,2019,12,2019,12,12
233183,0,1,1,3,2019,2,2019,2,5
359238,1,1,1,1,2019,5,2019,6,2
503778,0,0,2,5,2017,11,2017,11,5
381346,0,0,1,5,2019,6,2019,6,5
254372,1,1,2,6,2019,3,2019,3,2
157588,0,0,1,7,2018,11,2018,11,7
419683,0,0,2,7,2019,7,2019,7,5
516107,0,1,2,3,2018,3,2018,3,2
418909,0,0,2,4,2019,7,2019,7,5
23223,1,0,1,4,2017,8,2017,8,1
509962,0,0,2,5,2018,1,2018,1,5
494283,0,0,1,2,2017,7,2017,7,5
50119,0,0,1,7,2017,12,2017,12,7
287067,1,1,1,7,2019,4,2019,4,1
345277,1,0,1,4,2019,5,2019,5,2
129094,0,1,2,7,2018,9,2018,9,1
417476,1,0,1,6,2019,7,2019,7,17
215233,0,1,1,7,2019,2,2019,2,12
194567,0,0,2,4,2019,1,2019,1,2
509502,0,0,2,7,2018,1,2018,1,2
101891,1,1,2,7,2018,6,2018,6,5
458407,0,0,1,7,2019,9,2019,9,6
239455,1,1,1,5,2019,3,2019,3,12
515758,0,0,1,3,2018,3,2018,3,2
383042,1,1,1,7,2019,6,2019,6,2
36160,0,0,2,7,2017,10,2017,11,2
284634,1,1,1,6,2019,4,2019,4,2
545622,0,0,2,3,2018,12,2018,12,7
433220,0,0,1,7,2019,8,2019,8,5
73343,1,1,1,7,2018,3,2018,4,5
436891,1,0,1,4,2019,8,2019,8,5
8645,0,0,2,2,2017,4,2017,4,5
51983,0,0,1,7,2017,12,2017,12,2
13448,0,0,2,3,2017,6,2017,6,1
204643,0,0,1,2,2019,1,2019,1,2
493631,0,0,1,1,2017,7,2017,7,84
204555,1,1,1,4,2019,1,2019,1,2
55502,0,0,1,5,2018,1,2018,1,5
469564,0,0,1,5,2019,11,2019,11,12
76874,0,0,1,7,2018,4,2018,4,5
535897,0,0,1,6,2018,8,2018,8,2
554755,0,1,1,3,2019,3,2019,4,17
570495,0,1,2,3,2019,9,2019,10,7
168785,1,1,1,6,2018,11,2018,11,2
117868,0,0,1,7,2018,8,2018,8,7
254517,1,1,1,7,2019,3,2019,3,2
449023,0,0,1,1,2019,9,2019,9,7
528584,1,1,2,4,2018,5,2018,6,2
530883,0,1,2,7,2018,6,2018,6,2
9760,0,0,1,7,2017,4,2017,4,7
342450,1,1,2,7,2019,5,2019,5,2
87805,0,0,2,6,2018,5,2018,5,2
197661,0,0,1,7,2019,1,2019,1,5
105964,1,1,1,7,2018,7,2018,7,5
348877,1,1,2,6,2019,5,2019,5,1
277029,1,1,2,6,2019,4,2019,4,2
536345,0,1,2,6,2018,9,2018,9,5
527011,0,0,2,7,2018,5,2018,5,5
197243,0,0,1,3,2019,1,2019,1,2
267223,1,1,1,4,2019,3,2019,3,5
528784,1,1,2,5,2018,6,2018,6,2
330557,1,1,2,6,2019,5,2019,5,5
548563,1,0,2,5,2019,1,2019,1,7
57690,0,0,2,4,2018,1,2018,1,2
253463,1,1,2,7,2019,3,2019,3,5
360768,1,1,1,4,2019,5,2019,5,1
22790,0,0,1,7,2017,8,2017,8,5
131260,0,1,1,7,2018,9,2018,9,2
147134,0,1,2,7,2018,10,2018,10,2
94640,1,1,1,6,2018,6,2018,6,5
22838,0,0,2,4,2017,8,2017,8,5
374943,1,1,1,7,2019,6,2019,6,5
398607,1,0,2,5,2019,6,2019,6,5
365121,1,1,2,2,2019,5,2019,6,5
203839,1,0,2,7,2019,1,2019,1,12
580922,0,0,2,5,2020,2,2020,2,7
189856,1,1,2,7,2018,12,2018,12,5
246154,1,1,1,4,2019,3,2019,3,5
353083,0,1,1,5,2019,5,2019,5,5
279969,1,0,2,4,2019,4,2019,4,1
115715,0,0,1,7,2018,8,2018,8,2
555365,1,1,2,6,2019,4,2019,4,5
151010,1,1,1,1,2018,10,2018,10,5
365712,1,1,1,3,2019,5,2019,6,2
366145,1,1,2,3,2019,5,2019,6,27
516954,0,1,1,2,2018,3,2018,3,2
138395,1,1,1,4,2018,10,2018,10,2
472078,0,0,2,6,2019,11,2019,11,7
323176,1,0,1,2,2019,5,2019,5,5
549526,1,1,2,5,2019,1,2019,2,9
30018,0,0,1,7,2017,9,2017,9,2
350325,1,1,1,3,2019,5,2019,5,1
355141,0,0,1,6,2019,5,2019,5,7
284913,1,0,2,3,2019,4,2019,4,2
175348,1,1,1,7,2018,12,2018,12,2
284636,1,1,1,7,2019,4,2019,4,5
309177,1,1,2,3,2019,4,2019,5,5
114825,1,1,2,4,2018,8,2018,8,5
517632,1,0,2,5,2018,3,2018,3,7
359942,0,0,1,4,2019,5,2019,5,2
158564,0,1,1,5,2018,11,2018,11,2
559277,0,1,1,4,2019,9,2019,9,5
188594,1,1,1,4,2018,12,2018,12,1
10920,0,0,1,2,2017,5,2017,5,7
90960,0,0,2,4,2018,5,2018,5,2
108542,1,1,1,7,2018,7,2018,7,2
198581,1,1,1,4,2019,1,2019,1,2
259495,1,1,1,7,2019,3,2019,3,5
73178,0,1,2,5,2018,3,2018,4,5
339169,1,1,2,5,2019,5,2019,5,5
110583,0,0,1,6,2018,7,2018,7,2
187895,1,0,1,1,2018,12,2018,12,7
225596,0,1,2,6,2019,2,2019,2,5
442600,0,0,2,4,2019,8,2019,8,5
219187,1,1,2,4,2019,2,2019,2,2
244022,1,1,1,6,2019,3,2019,3,5
223229,0,0,2,1,2019,2,2019,2,5
293410,1,1,1,6,2019,4,2019,4,5
295324,0,0,2,3,2019,4,2019,4,2
540192,0,1,1,2,2018,10,2018,10,7
84659,1,1,2,4,2018,5,2018,5,1
17702,1,0,2,6,2017,7,2017,7,1
521706,0,0,1,4,2018,4,2018,4,7
581696,0,0,1,3,2020,4,2020,4,1
268304,1,1,1,7,2019,3,2019,3,2
105775,1,1,1,6,2018,7,2018,7,5
582050,0,0,1,6,2020,4,2020,4,7
150552,1,1,2,6,2018,10,2018,10,5
112859,0,1,1,7,2018,7,2018,7,5
416508,0,0,2,4,2019,7,2019,7,5
473684,1,1,2,4,2019,11,2019,12,2
38126,0,0,1,6,2017,11,2017,11,5
305027,0,0,1,4,2019,4,2019,4,2
511294,0,0,1,5,2018,1,2018,1,2
57601,0,0,2,7,2018,1,2018,1,2
503909,0,0,1,7,2017,11,2017,11,7
296388,0,0,1,2,2019,4,2019,4,5
93439,1,1,2,6,2018,5,2018,6,5
27243,0,0,1,2,2017,9,2017,9,5
202266,1,0,2,1,2019,1,2019,1,5
663,1,0,1,4,2017,1,2017,1,2
352837,0,1,1,7,2019,5,2019,5,5
18705,0,0,1,7,2017,7,2017,7,5
337618,0,1,2,6,2019,5,2019,5,2
509016,0,0,1,4,2018,1,2018,1,2
309930,1,1,1,6,2019,4,2019,5,2
551285,0,0,1,2,2019,2,2019,2,7
378034,0,0,2,2,2019,6,2019,6,1
98421,1,1,2,4,2018,6,2018,6,2
404869,0,0,2,6,2019,7,2019,7,5
390889,0,0,2,3,2019,6,2019,6,24
284628,1,1,1,7,2019,4,2019,4,5
467196,1,0,1,6,2019,11,2019,11,2
513736,0,0,1,4,2018,2,2018,2,7
571187,0,0,2,4,2019,10,2019,10,7
125273,1,1,2,4,2018,9,2018,9,5
399210,1,1,2,5,2019,6,2019,7,2
22354,0,0,1,7,2017,8,2017,8,2
293811,0,1,2,7,2019,4,2019,4,2
550393,1,0,2,7,2019,2,2019,2,7
453853,1,0,1,7,2019,9,2019,9,2
534533,0,0,1,6,2018,8,2018,8,4
35940,0,0,1,7,2017,10,2017,10,5
519979,1,1,2,3,2018,4,2018,4,5
67038,0,0,1,7,2018,3,2018,3,7
204263,0,0,2,7,2019,1,2019,1,2
312302,0,1,1,4,2019,4,2019,5,9
257131,1,1,2,7,2019,3,2019,3,1
52323,0,0,1,4,2017,12,2017,12,2
59920,0,0,1,3,2018,2,2018,2,5
107952,1,1,1,5,2018,7,2018,7,2
421726,0,0,2,3,2019,7,2019,7,5
347004,0,0,1,3,2019,5,2019,5,5
428129,0,0,1,6,2019,7,2019,7,7
569747,0,0,2,5,2019,9,2019,9,7
8670,0,0,1,6,2017,4,2017,4,7
469169,0,0,1,5,2019,11,2019,11,5
150166,0,0,1,7,2018,10,2018,10,5
455935,0,0,1,7,2019,9,2019,9,12
458214,0,0,1,7,2019,9,2019,9,5
246915,0,1,2,4,2019,3,2019,3,5
335947,1,1,1,6,2019,5,2019,5,1
544336,0,1,1,7,2018,11,2018,12,2
210172,0,1,2,5,2019,1,2019,2,2
139833,1,1,2,7,2018,10,2018,10,2
343384,0,1,2,6,2019,5,2019,5,2
169426,0,1,1,6,2018,11,2018,11,2
349692,1,1,1,7,2019,5,2019,5,1
358459,0,0,2,3,2019,5,2019,5,2
581911,0,0,1,6,2020,3,2020,3,7
62097,0,0,1,7,2018,2,2018,2,2
156563,1,1,1,2,2018,11,2018,11,1
577894,0,0,1,5,2020,1,2020,1,5
266824,1,1,2,5,2019,3,2019,3,5
379242,0,0,2,3,2019,6,2019,6,2
374285,0,0,1,4,2019,6,2019,6,1
555540,1,0,2,3,2019,4,2019,4,5
425723,1,0,1,6,2019,7,2019,7,1
517661,0,0,1,3,2018,3,2018,3,2
314786,0,0,1,4,2019,5,2019,5,2
319797,1,0,2,3,2019,5,2019,5,5
346625,0,1,1,6,2019,5,2019,5,5
505725,0,0,1,4,2017,12,2017,12,5
430205,0,0,1,7,2019,7,2019,7,1
478067,0,0,1,7,2019,12,2019,12,7
313156,0,1,2,6,2019,5,2019,5,2
434399,0,0,1,5,2019,8,2019,8,2
432383,0,0,2,4,2019,8,2019,8,5
12258,0,0,1,7,2017,5,2017,5,7
64898,0,1,1,4,2018,3,2018,3,5
486361,0,0,2,7,2020,1,2020,1,2
491778,0,0,1,6,2017,6,2017,6,2
338879,1,1,1,5,2019,5,2019,5,5
263050,1,1,1,2,2019,3,2019,3,1
174257,1,1,1,7,2018,12,2018,12,5
139257,0,1,2,7,2018,10,2018,10,5
297082,1,0,2,4,2019,4,2019,4,2
31945,0,1,1,3,2017,10,2017,10,5
246619,1,1,1,7,2019,3,2019,3,2
125012,0,1,2,5,2018,9,2018,9,2
59351,0,0,1,5,2018,2,2018,2,5
505578,0,0,2,4,2017,12,2017,12,5
341475,0,0,1,4,2019,5,2019,5,7
360812,1,1,1,7,2019,5,2019,6,2
373401,1,0,1,6,2019,6,2019,6,5
430047,0,0,1,2,2019,7,2019,7,1
90611,1,0,1,7,2018,5,2018,5,7
400718,0,0,1,6,2019,6,2019,6,2
305585,0,0,1,5,2019,4,2019,4,5
38970,0,0,1,7,2017,11,2017,11,2
392612,0,0,1,7,2019,6,2019,6,7
165934,1,1,1,4,2018,11,2018,11,5
409086,0,0,2,3,2019,7,2019,7,4
159645,1,1,1,3,2018,11,2018,11,2
485551,1,1,2,4,2020,1,2020,1,2
216841,1,1,2,6,2019,2,2019,2,5
43144,0,0,1,6,2017,11,2017,11,5
167641,1,1,2,5,2018,11,2018,11,2
465897,0,0,1,7,2019,10,2019,10,2
103902,0,0,2,7,2018,6,2018,6,7
31577,1,0,1,7,2017,10,2017,10,2
212799,0,1,1,2,2019,2,2019,2,2
48910,0,0,1,7,2017,12,2017,12,2
3700,0,0,2,6,2017,2,2017,2,2
545701,0,1,1,6,2018,12,2018,12,4
444421,1,0,2,5,2019,8,2019,8,12
237861,1,1,1,7,2019,3,2019,3,2
566858,0,0,2,4,2019,8,2019,8,86
16101,0,0,1,2,2017,7,2017,7,5
459923,1,0,2,4,2019,10,2019,10,12
373438,0,0,1,4,2019,6,2019,6,5
3142,0,0,2,2,2017,1,2017,2,5
418103,0,0,1,6,2019,7,2019,7,5
430965,0,1,1,3,2019,7,2019,8,1
266857,1,1,1,7,2019,3,2019,3,2
141082,0,0,1,7,2018,10,2018,10,2
495978,0,0,1,2,2017,8,2017,8,7
269463,1,1,1,7,2019,3,2019,4,5
582023,0,0,1,7,2020,3,2020,3,7
393210,1,0,1,5,2019,6,2019,6,2
238001,1,1,1,3,2019,3,2019,3,2
540854,0,0,1,7,2018,10,2018,10,2
218666,0,1,1,7,2019,2,2019,2,2
180234,0,1,1,3,2018,12,2018,12,5
520372,0,1,1,3,2018,4,2018,4,8
152568,1,1,2,4,2018,10,2018,10,5
181852,1,1,1,7,2018,12,2018,12,2
460715,0,0,2,6,2019,10,2019,10,2
296003,1,0,2,4,2019,4,2019,4,1
391332,0,0,1,2,2019,6,2019,6,2
143078,1,1,2,4,2018,10,2018,10,5
20211,0,0,2,2,2017,8,2017,8,1
393877,1,0,2,3,2019,6,2019,6,2
3705,0,0,1,4,2017,2,2017,2,1
394000,0,0,1,6,2019,6,2019,6,5
481749,0,0,2,7,2019,12,2019,12,7
121968,0,0,2,6,2018,8,2018,8,2
133494,1,1,2,4,2018,9,2018,9,1
88233,0,0,1,7,2018,5,2018,5,2
522792,0,0,2,7,2018,4,2018,4,7
96505,1,1,1,6,2018,6,2018,6,2
50737,0,0,1,7,2017,12,2017,12,2
317937,1,1,1,7,2019,5,2019,5,2
47559,0,0,1,6,2017,12,2017,12,7
118959,0,0,2,1,2018,8,2018,8,5
266109,1,1,2,1,2019,3,2019,3,5
368400,1,1,1,7,2019,6,2019,6,5
398870,0,0,1,6,2019,6,2019,6,2
234732,1,1,1,2,2019,2,2019,3,1
481870,0,0,1,3,2019,12,2019,12,7
307064,1,1,1,7,2019,4,2019,4,1
396345,0,0,2,6,2019,6,2019,6,2
90663,0,0,1,7,2018,5,2018,5,5
64460,0,0,2,7,2018,2,2018,3,2
65151,1,1,1,5,2018,3,2018,3,2
517092,1,1,1,3,2018,3,2018,3,9
197336,0,0,2,7,2019,1,2019,1,2
15498,0,0,2,7,2017,6,2017,6,2
457719,0,0,2,7,2019,9,2019,9,1
40516,0,0,1,7,2017,11,2017,11,5
74316,0,0,1,7,2018,4,2018,4,7
492817,0,0,1,7,2017,7,2017,7,7
165661,1,0,2,7,2018,11,2018,11,2
89106,0,0,2,7,2018,5,2018,5,7
188622,1,1,2,1,2018,12,2018,12,2
144908,1,1,2,4,2018,10,2018,10,2
20870,0,0,1,3,2017,8,2017,8,2
554668,1,1,1,7,2019,3,2019,4,7
452936,0,0,1,7,2019,9,2019,9,1
501650,0,1,1,4,2017,11,2017,11,2
574014,0,0,1,6,2019,11,2019,11,7
370459,1,0,2,5,2019,6,2019,6,2
514377,0,0,1,2,2018,2,2018,2,10
123822,1,1,1,7,2018,8,2018,9,2
424968,0,0,1,3,2019,7,2019,7,5
10445,0,0,1,7,2017,5,2017,5,2
257202,1,1,1,4,2019,3,2019,3,2
305917,0,1,1,7,2019,4,2019,4,2
548259,0,0,1,3,2019,1,2019,1,2
483377,0,0,1,6,2020,1,2020,1,7
136965,0,1,1,7,2018,9,2018,9,2
279947,0,1,2,6,2019,4,2019,4,5
483954,1,0,1,4,2020,1,2020,1,7
774,0,0,1,6,2017,1,2017,1,1
277007,1,0,1,3,2019,4,2019,4,1
459885,1,1,1,2,2019,10,2019,10,5
405286,1,0,1,7,2019,7,2019,7,5
446646,0,0,2,3,2019,8,2019,8,4
456810,0,0,1,6,2019,9,2019,9,7
254720,0,1,1,6,2019,3,2019,3,5
430082,0,0,1,2,2019,7,2019,7,5
212486,0,1,2,7,2019,2,2019,2,2
319495,0,0,2,7,2019,5,2019,5,7
28462,0,0,1,7,2017,9,2017,9,7
282087,0,1,1,7,2019,4,2019,4,5
287585,0,1,2,7,2019,4,2019,4,5
358796,0,0,1,4,2019,5,2019,5,2
462653,0,0,1,7,2019,10,2019,10,7
296301,0,0,2,2,2019,4,2019,4,5
316503,0,1,1,6,2019,5,2019,5,2
324454,1,1,2,1,2019,5,2019,5,9
270593,1,1,1,4,2019,3,2019,4,5
534431,1,0,2,6,2018,8,2018,8,1
258675,1,1,1,7,2019,3,2019,3,12
466140,1,1,1,5,2019,10,2019,11,4
22332,0,0,1,7,2017,8,2017,8,2
177351,1,1,1,4,2018,12,2018,12,2
484260,0,0,1,7,2020,1,2020,1,7
141931,1,1,1,5,2018,10,2018,10,2
157614,1,1,2,4,2018,11,2018,11,2
539293,1,1,1,6,2018,10,2018,10,5
87418,1,0,1,4,2018,5,2018,5,2
273536,1,0,1,5,2019,4,2019,4,2
319346,1,1,1,5,2019,5,2019,5,1
191000,0,1,2,7,2018,12,2018,12,2
394312,0,0,1,4,2019,6,2019,6,2
190554,1,1,1,5,2018,12,2018,12,2
12227,0,0,2,4,2017,5,2017,5,2
140700,0,0,1,7,2018,10,2018,10,1
264869,1,1,2,4,2019,3,2019,3,4
344301,1,1,2,5,2019,5,2019,5,2
271287,1,1,2,3,2019,3,2019,4,2
235166,1,1,2,7,2019,2,2019,3,1
391613,1,1,1,7,2019,6,2019,6,1
421256,1,0,1,3,2019,7,2019,7,2
319261,1,1,1,7,2019,5,2019,5,1
315210,0,0,2,4,2019,5,2019,5,2
156868,1,1,2,6,2018,11,2018,11,1
8182,0,0,2,6,2017,3,2017,3,7
335431,0,0,2,3,2019,5,2019,5,5
371163,1,0,2,4,2019,6,2019,6,5
200319,1,0,1,7,2019,1,2019,1,2
67138,1,1,1,5,2018,3,2018,3,5
292722,0,1,1,7,2019,4,2019,4,2
38512,1,1,1,4,2017,11,2017,11,5
222113,0,1,2,3,2019,2,2019,2,5
355888,0,1,2,7,2019,5,2019,5,1
287644,1,1,2,6,2019,4,2019,4,5
160795,1,1,1,3,2018,11,2018,11,5
84952,0,0,2,4,2018,5,2018,5,2
103878,1,1,1,4,2018,6,2018,7,2
455047,0,0,1,7,2019,9,2019,9,7
120828,0,0,2,7,2018,8,2018,8,1
430431,1,1,1,3,2019,7,2019,8,5
280961,1,1,2,7,2019,4,2019,4,5
299041,1,1,1,7,2019,4,2019,4,2
219606,1,1,2,7,2019,2,2019,2,2
114770,0,0,1,7,2018,8,2018,8,7
470468,1,1,2,2,2019,11,2019,11,2
470939,0,1,2,4,2019,11,2019,11,5
411852,0,0,1,7,2019,7,2019,7,2
225896,0,1,1,4,2019,2,2019,2,5
21092,1,0,1,4,2017,8,2017,8,2
309417,0,0,1,5,2019,4,2019,4,5
537820,0,0,2,7,2018,9,2018,9,7
116425,0,0,2,6,2018,8,2018,8,7
125289,0,0,1,7,2018,9,2018,9,7
213074,1,1,1,6,2019,2,2019,2,5
549801,0,0,2,1,2019,2,2019,2,65
443888,1,0,2,4,2019,8,2019,8,5
168512,1,1,1,4,2018,11,2018,11,2
16400,0,0,1,6,2017,7,2017,7,7
482349,0,0,1,7,2019,12,2020,1,7
60511,0,0,2,7,2018,2,2018,2,5
535365,0,0,1,7,2018,8,2018,8,5
23431,0,0,2,6,2017,8,2017,8,1
532301,1,1,1,7,2018,7,2018,7,2
382371,0,1,1,7,2019,6,2019,6,2
163618,1,1,1,3,2018,11,2018,11,5
14982,0,0,1,7,2017,6,2017,6,7
157697,0,1,2,6,2018,11,2018,11,1
231327,1,1,2,5,2019,2,2019,2,5
421850,0,0,1,3,2019,7,2019,7,1
552168,1,1,2,1,2019,2,2019,3,7
231714,0,0,1,2,2019,2,2019,2,5
199533,0,0,1,7,2019,1,2019,1,23
126287,1,1,1,7,2018,9,2018,9,2
224320,1,1,1,7,2019,2,2019,2,2
17070,0,0,1,7,2017,7,2017,7,7
3406,0,1,1,7,2017,1,2017,2,5
77598,1,1,1,5,2018,4,2018,4,2
290861,0,0,2,3,2019,4,2019,4,5
380173,0,1,2,6,2019,6,2019,6,9
506566,0,0,1,4,2017,12,2017,12,1
462734,0,0,2,7,2019,10,2019,10,2
2440,0,0,2,7,2017,1,2017,1,2
356967,1,1,1,6,2019,5,2019,5,5
579154,0,0,1,5,2020,1,2020,1,7
204731,0,0,1,7,2019,1,2019,1,7
141930,0,1,2,6,2018,10,2018,10,2
493308,0,0,2,6,2017,7,2017,7,1
349541,0,0,1,7,2019,5,2019,5,7
131201,0,1,1,4,2018,9,2018,9,5
513391,0,0,2,7,2018,2,2018,2,1
51149,0,0,1,4,2017,12,2017,12,2
248319,1,1,1,7,2019,3,2019,3,12
171869,0,1,2,6,2018,11,2018,11,5
479332,0,0,1,6,2019,12,2019,12,5
222080,1,1,2,3,2019,2,2019,2,2
39171,0,0,2,6,2017,11,2017,11,2
110469,0,1,1,7,2018,7,2018,7,2
375239,1,0,2,4,2019,6,2019,6,9
370426,1,0,1,3,2019,6,2019,6,5
39013,1,0,1,6,2017,11,2017,11,2
205959,1,0,2,5,2019,1,2019,1,5
505550,0,0,2,7,2017,12,2017,12,5
297699,1,0,1,3,2019,4,2019,4,4
29364,0,0,1,7,2017,9,2017,9,7
297979,1,0,1,3,2019,4,2019,4,5
506801,0,0,1,7,2017,12,2017,12,1
237037,1,1,1,7,2019,3,2019,3,2
2928,0,0,1,6,2017,1,2017,1,7
52200,0,0,2,7,2017,12,2017,12,2
120395,1,1,1,2,2018,8,2018,8,2
82877,1,1,1,4,2018,4,2018,5,2
452540,0,0,2,5,2019,9,2019,9,12
39086,1,0,2,4,2017,11,2017,11,5
28701,0,0,2,6,2017,9,2017,9,2
490628,0,0,1,6,2017,4,2017,4,7
542111,0,0,2,5,2018,11,2018,11,7
422013,1,0,1,6,2019,7,2019,7,1
